qid,n_sents,all_exactly_one_strict,all_exactly_one_quoted,all_token_unique,any_zero_quoted,n_short,n_missing_context
5ab321f9554299194fa9356e,3,False,False,False,True,0,0
5abb99c85542992ccd8e7f5b,2,False,False,True,True,0,0
5a8e43e05542995a26add4ad,3,False,False,True,True,0,0
5ae4a1a85542995ad6573dd3,2,False,False,True,True,0,0
5ae00b1955429942ec259c06,3,False,False,False,True,0,0
5a775b8b5542994aec3b72a7,4,False,False,True,True,0,0
5a8f0e065542997ba9cb319c,2,False,False,True,True,0,0
5ab9253c554299131ca4227f,2,False,False,False,True,0,0
5ac2b2ae554299657fa29017,2,False,False,True,True,0,0
5a8ad8e455429950cd6afbac,2,False,False,True,True,0,0
5abdf4d855429976d4830a34,2,False,False,False,True,0,0
5ab2cb52554299545a2cfa84,2,False,False,True,True,0,0
5a78e169554299148911f98a,3,False,False,True,True,0,0
5adfd8cc55429906c02daa6c,2,False,False,False,True,0,0
5ab72b1f5542993667793f61,2,False,False,True,True,0,0
5a8f0841554299458435d52e,2,False,False,True,True,0,0
5ae0ce6f55429945ae95945c,2,True,True,True,False,0,0
5a85a01d5542997175ce1fda,2,False,False,True,True,0,0
5ae113fc55429920d52342c2,3,False,False,True,True,0,0
5ae4edd15542990ba0bbb19e,2,False,False,False,True,0,0
5a84bd575542997b5ce3ff4a,2,False,False,False,True,0,0
5ac307dd5542990b17b154f3,2,False,False,False,True,0,0
5a8f842b5542995b4424205a,2,False,False,True,True,0,0
5ab9856c554299131ca4235c,2,False,False,True,True,0,0
5adff31055429925eb1afb75,4,False,False,False,True,0,0
5a8624c8554299211dda2a86,2,False,False,False,True,0,0
5a74d0d85542996c70cfadff,2,False,False,True,True,0,0
5ae7ac7155429952e35ea9b7,2,False,False,False,True,0,0
5ab706575542992aa3b8c776,2,False,False,True,True,0,0
5ae773565542997b22f6a774,3,False,False,False,True,0,0
5a85f35a5542991dd0999ed4,2,False,False,False,True,0,0
5a7f32a15542993067513697,2,False,False,False,True,0,0
5abd7cb855429924427fd00a,2,False,False,False,True,0,0
5ae664955542992ae0d1631b,3,False,False,False,True,0,0
5a7c6cdb5542990527d554a1,3,False,False,True,True,1,0
5a77c3f15542995d831812b2,3,False,False,True,True,0,0
5ae1f61a5542994d89d5b2e1,3,False,False,False,True,0,0
5ab3c881554299233954ffa4,3,False,False,True,True,0,0
5ab76a835542993667793fd7,3,False,False,True,True,0,0
5a7d20ef55429909bec76975,2,False,False,False,True,0,0
5ab57677554299488d4d9994,2,False,False,False,True,0,0
5ae3ff9b5542996836b02c0b,2,False,False,True,True,0,0
5a83d9525542992ef85e237c,4,False,False,True,True,0,0
5ab65c2355429954757d3259,2,False,False,True,True,0,0
5a74811155429979e2882968,3,False,False,False,True,0,0
5ab99e1b55429970cfb8eb59,3,False,False,False,True,0,0
5a7295d05542991f9a20c511,4,False,False,False,True,0,0
5a714a725542994082a3e77f,2,False,False,False,True,0,0
5ac3c656554299204fd21e4f,2,False,False,False,True,0,0
5ae147005542990adbacf736,3,False,False,True,True,0,0
5ae5dab455429929b08079d2,2,False,False,True,True,0,0
5add530f5542990dbb2f7e2c,4,False,False,True,True,0,0
5ae4843f5542996836b02cc1,4,False,False,False,True,0,0
5a773ed055429972597f14ce,2,False,False,False,True,0,0
5a9041065542990a984935c8,2,False,False,False,True,0,0
5ac2e04655429921a00ab09e,3,False,False,True,True,0,0
5ae1d33e5542997283cd227b,2,False,False,True,True,0,0
5a79ee8f5542996c55b2dca4,2,False,False,True,True,0,0
5ac50c085542994611c8b33b,2,False,True,True,False,0,0
5adf37725542995ec70e8f96,2,False,False,False,True,0,0
5ab747b9554299110f219af2,2,True,True,True,False,0,0
5ae7415a5542997b22f6a643,2,False,False,True,True,0,0
5ae50b395542993aec5ec11d,2,False,False,False,True,0,0
5ac1978855429964131be243,3,False,False,True,True,0,0
5ae526b15542993aec5ec164,2,False,False,False,True,0,0
5a772ec65542993569682d22,3,False,False,False,True,0,0
5a77062b5542994aec3b71c2,4,False,False,True,True,0,0
5ae1090c55429920d523429a,2,False,False,True,True,0,0
5ae7f8205542994a481bbe53,2,False,False,False,True,0,0
5a7b25b4554299042af8f70e,3,True,True,True,False,1,0
5ae09b7a5542993d6555ebb6,5,False,False,False,True,0,0
5ab9728c55429970cfb8eafd,2,True,True,True,False,0,0
5ae64f7b55429929b0807b2b,3,False,False,False,True,0,0
5a81eedd5542995ce29dcc8b,2,False,False,True,True,0,0
5a7c536355429935c91b515b,2,False,False,False,True,0,0
5ae781a755429952e35ea953,2,False,False,True,True,0,0
5ac2795455429963665199d1,2,False,False,False,True,0,0
5a8328895542993344745fd0,2,False,False,True,True,0,0
5ae0dd875542993d6555ec70,2,False,False,False,True,0,0
5a7c8a1b55429935c91b5203,2,True,True,True,False,0,0
5ade48b9554299728e26c6b1,2,False,False,True,True,0,0
5a7370745542991f29ee2e1d,2,False,False,True,True,0,0
5a7bb412554299042af8f7a0,3,False,False,False,True,0,0
5ac3091c554299657fa290de,2,True,True,True,False,0,0
5a7d65c85542991319bc93c1,2,False,False,False,True,0,0
5a734f095542994cef4bc52c,3,False,False,True,True,0,0
5ade1fa85542997c77aded5a,3,False,False,True,True,0,0
5a8b457d5542995d1e6f1334,2,False,False,True,True,0,0
5adc8ba75542994d58a2f64a,2,False,False,True,True,0,0
5ae40c6955429970de88d8b9,3,False,False,False,True,0,0
5a7de5865542995f4f4022f3,3,False,False,True,True,0,0
5ae8139d5542994a481bbead,4,False,False,False,True,0,0
5a774a065542994aec3b7271,2,False,False,True,True,0,0
5a8f05d9554299458435d519,2,False,False,True,True,0,0
5a79e4fc5542994bb9457137,2,False,False,True,True,0,0
5a811f0c55429903bc27b933,2,False,False,True,True,0,0
5ae5128e55429913cc20457c,2,False,False,False,True,0,0
5abac4ae55429939ce03dd54,2,False,False,False,True,0,0
5ac26f0d5542992f1f2b38c5,2,False,False,False,True,0,0
5ac0effd5542996f0d89cc3a,2,False,False,False,True,0,0
5ae808595542994a481bbe94,2,False,False,False,True,0,0
5a7cc87755429907fabef033,2,False,False,True,True,0,0
5ab2cb0f55429916697740dd,2,False,False,False,True,0,0
5a762abb5542992d0ec0603f,3,False,False,False,True,0,0
5a733afb5542994cef4bc4e4,2,False,False,True,True,0,0
5aba9a6755429901930fa854,2,False,False,True,True,0,0
5a77178f55429937353601cd,2,False,False,False,True,0,0
5ab304495542991669774180,3,False,False,False,True,0,0
5a7b7da655429931da12cacb,2,False,False,False,True,0,0
5a81253b55429926c1cdacf5,4,False,False,False,True,0,0
5a77bf7b55429967ab105260,2,False,False,False,True,0,0
5a74de4b55429916b0164230,4,False,False,False,True,0,0
5ab9cc6f55429955dce3ed85,2,False,False,False,True,0,0
5ae262ac5542994d89d5b403,2,False,False,True,True,0,0
5ae1cfbf554299234fd04308,2,False,False,False,True,0,0
5ade26a35542997c77aded75,3,False,False,False,True,0,0
5ae668d45542991bbc9760d0,2,False,False,True,True,0,0
5a77f8f15542995d8318133d,2,False,True,True,False,0,0
5ab5a5945542997d4ad1f1a0,2,False,False,False,True,0,0
5a710fea5542994082a3e546,2,False,False,False,True,0,0
5ab5a0cd554299488d4d9a03,2,False,False,False,True,0,0
5ab95d35554299753720f80b,3,False,True,False,False,1,0
5add07675542992c1e3a2518,2,False,False,False,True,0,0
5a866cfd55429960ec39b69d,2,False,False,False,True,0,0
5a74883755429979e288297c,3,False,False,True,True,0,0
5ac385e8554299741d48a278,3,False,False,False,True,0,0
5ab88b2755429919ba4e2319,2,True,True,True,False,0,0
5add0f765542990d50227dae,3,False,False,True,True,0,0
5ae0f4bc5542997b2ef7d0ab,2,False,False,True,True,0,0
5ae321e05542994393b9e61b,3,False,False,False,True,0,0
5a7f70355542992097ad2f6a,2,False,False,True,True,0,0
5ab6bbc45542995eadef008a,3,False,False,False,True,0,0
5a865a9f554299211dda2b07,2,False,False,False,True,0,0
5ab5fabb554299488d4d9a71,3,False,False,True,True,0,0
5a8666cc554299211dda2b1e,4,False,False,False,True,0,0
5a83c272554299123d8c21aa,2,False,False,True,True,0,0
5adfdc7855429925eb1afacc,2,False,False,False,True,0,0
5ae6096555429929b0807a98,2,False,False,False,True,0,0
5ae233da5542992decbdcc55,3,False,False,False,True,0,0
5a85f1f55542994775f606bc,2,False,True,True,False,0,0
5a7246645542990c210a4098,2,False,False,False,True,0,0
5ac0e734554299294b219051,2,False,False,False,True,0,0
5ab3ff85554299753aec5a1a,3,False,False,False,True,0,0
5a890d4d554299515336127f,3,False,False,True,True,0,0
5a7c06ca5542997c3ec972c5,2,False,False,True,True,0,0
5ab30d0f554299233954fee8,2,False,False,False,True,0,0
5a887a76554299206df2b2b1,2,False,False,True,True,0,0
5ae7802c5542997ec272766f,2,False,True,True,False,0,0
5a8cd68955429941ae14df06,3,False,False,False,True,0,0
5a8e2c6b5542995085b373bc,4,False,False,False,True,0,0
5a77e67255429949eeb29f92,4,True,True,True,False,0,0
5a8cd97e554299585d9e3742,3,False,False,True,True,0,0
5ae06d3d55429945ae959350,2,False,False,True,True,0,0
5abdaa8f55429965af743dae,2,False,False,True,True,0,0
5ae76aee5542997b22f6a745,4,False,False,False,True,0,0
5add39295542990dbb2f7dd5,4,False,False,True,True,0,0
5a85ae735542997b5ce40025,4,False,False,False,True,0,0
5a8d9be7554299441c6ba00e,3,False,False,True,True,0,0
5ae3b3a95542992f92d82347,4,False,False,False,True,0,0
5a8e25615542990e94052a75,2,False,False,True,True,1,0
5a7cafff55429907fabef000,2,False,False,False,True,0,0
5ae0643c5542993d6555eb42,2,False,False,True,True,0,0
5ae018f7554299025d62a3f2,3,False,False,False,True,0,0
5a7380f25542992d56e7e33e,2,False,False,False,True,0,0
5ab877c95542990e739ec90f,2,False,False,True,True,0,0
5ae12e3355429920d52342ef,2,False,False,False,True,0,0
5ab60cd7554299110f2199cb,3,False,False,True,True,0,0
5ae7e56255429952e35ea9d3,4,False,False,True,True,0,0
5a8503445542994c784ddad1,3,False,False,True,True,0,0
5a8ac2a35542992d82986f70,3,False,False,True,True,0,0
5a75d91e5542992db94736f2,3,False,False,True,True,0,0
5ae22af5554299495565da22,2,False,False,True,True,0,0
5a7a5ed75542996c55b2dd84,2,False,False,False,True,0,0
5ac39f89554299657fa29102,2,False,False,False,True,0,0
5a8370125542992ef85e22c4,2,False,False,True,True,0,0
5adf827d5542993344016ca3,2,True,True,True,False,0,0
5abfe3425542997d64295921,4,False,False,True,True,0,0
5a8db641554299441c6ba046,3,False,False,True,True,0,0
5ae5fb82554299546bf82ff7,2,False,False,True,True,0,0
5a8af4455542996c9b8d5f7d,2,False,False,True,True,0,0
5ac219575542992f1f2b37fb,3,False,False,True,True,0,0
5ae5d02855429929b08079b2,2,False,False,True,True,0,0
5ac2e08555429921a00ab0a0,2,False,False,True,True,0,0
5a8604cd554299211dda2a38,2,False,False,False,True,0,0
5ae538ac5542990ba0bbb237,3,False,False,False,True,0,0
5a75e577554299109176e5bd,2,False,False,True,True,0,0
5ab9415a554299743d22ea83,2,False,False,True,True,0,0
5a8b300d55429949d91db4d8,2,False,False,True,True,0,0
5ae81e3c55429952e35eaa2d,2,False,False,True,True,0,0
5a8ba5c9554299240d9c2059,3,False,False,False,True,0,0
5a73b6735542992d56e7e38f,2,False,False,True,True,0,0
5a804109554299485f5985a2,2,False,False,True,True,0,0
5ac201a455429964131be2b7,2,False,False,True,True,0,0
5a8d9aa0554299068b959d5a,2,False,False,True,True,0,0
5a775bdb5542994aec3b72aa,4,False,False,False,True,0,0
5ae5408055429908b63265b0,2,False,True,True,False,0,0
5add142c5542994ed6169c67,2,False,False,False,True,0,0
5abee4da5542997719eab5ef,3,False,False,False,True,0,0
5ab5f3d5554299488d4d9a61,2,False,False,True,True,0,0
5ae0c04455429906c02dab27,3,False,False,False,True,0,0
5ae44d475542995dadf24307,2,False,False,False,True,0,0
5a856deb5542992a431d1b1b,2,False,False,False,True,0,0
5a88c039554299206df2b35e,2,False,False,True,True,0,0
5ae7814055429952e35ea950,2,False,False,True,True,0,0
5a7a47df5542994f819ef1b3,2,False,False,False,True,0,0
5ab88e2655429919ba4e231f,2,False,True,True,False,0,0
5ab2b63a5542992953946841,3,True,True,True,False,0,0
5ae1830b55429901ffe4aee2,2,False,False,True,True,0,0
5abf0f695542997719eab64b,4,False,False,False,True,0,0
5a7f965b55429969796c1aca,2,False,False,False,False,1,0
5ae6922e5542996d980e7c0b,5,False,False,False,True,0,0
5ade6cb55542992fa25da77c,2,False,False,True,True,0,0
5ae4a8f455429970de88d9f9,2,False,False,True,True,0,0
5a8e25055542990e94052a72,3,False,False,True,True,0,0
5a7dd8ff5542991319bc93fa,2,False,False,True,True,0,0
5a7a9cea5542990198eaf162,2,False,True,True,False,0,0
5ae7cb555542993210983f4e,3,False,False,True,True,0,0
5a76f9045542994aec3b71a7,2,False,False,True,True,0,0
5abd004d5542992ac4f38194,2,False,False,True,True,0,0
5abd8be95542993062266cc3,4,False,False,True,True,0,0
5a71398b5542994082a3e69e,2,False,False,False,True,0,0
5ac561f35542993e66e823b9,4,False,False,False,True,0,0
5ac1c3745542994ab5c67e09,4,False,False,False,True,0,0
5abb90b95542993f40c73b33,3,False,False,False,True,0,0
5ae8038d5542993210984037,2,False,False,True,True,0,0
5ab914fd55429919ba4e2396,2,False,False,True,True,0,0
5a85f8a85542997b5ce4003d,2,False,False,True,True,0,0
5a7eb5025542994959419a5e,2,False,False,True,True,0,0
5ae1e10c554299422ee996b8,2,False,False,True,True,0,0
5adcf3b25542992c1e3a24d0,2,False,False,False,True,0,0
5ab487465542991751b4d7a6,2,False,False,True,True,0,0
5a7f639d5542992097ad2f4b,4,False,False,False,True,0,0
5a8721155542991e771816da,2,True,True,True,False,0,0
5a7702425542993569682c9c,3,False,False,False,True,0,0
5a855afc5542991dd0999e54,5,False,False,False,True,0,0
5ab60a5b554299110f2199c1,2,False,False,False,True,0,0
5abedc615542993fe9a41d61,3,False,False,True,True,0,0
5a81b96f5542990a1d231e81,2,False,False,False,True,0,0
5ab5ed575542997d4ad1f256,2,False,False,False,True,0,0
5ab67cd555429954757d3300,2,False,False,True,True,0,0
5a90ca225542995651fb51f9,2,False,False,False,True,0,0
5ae3f4105542995ad6573cde,2,True,True,True,False,0,0
5ae664a65542996d980e7b48,2,False,False,True,True,0,0
5ac1aea755429963665198e8,2,False,False,True,True,0,0
5a8e93235542990e94052b5e,2,False,False,True,True,0,0
5a8a52e85542996c9b8d5eb5,2,False,False,True,True,0,0
5ae773305542997b22f6a772,2,False,False,False,True,0,0
5a77b8f35542992a6e59df9c,3,False,False,True,True,0,0
5ae690c15542996d980e7c03,3,True,True,True,False,0,0
5abbe85d554299642a094bc5,3,False,False,False,True,0,0
5aba71e75542994dbf01990d,2,False,False,True,True,0,0
5a8d5288554299585d9e37bb,3,False,False,False,True,0,0
5ae1ea045542997283cd22d9,2,False,False,True,True,0,0
5a90bdcf55429916514e754a,2,False,False,True,True,0,0
5a807f7a554299485f59862b,2,False,False,True,True,0,0
5ae637355542992ae0d16288,2,False,False,True,True,0,0
5a753e9b5542996c70cfaec2,2,False,False,True,True,0,0
5a8733305542991e77181715,3,False,False,False,True,0,0
5ac08b65554299012d1db5fe,2,False,False,True,True,0,0
5adf9f115542995534e8c81b,2,False,False,True,True,0,0
5ae450865542995dadf24318,2,False,False,False,True,0,0
5a70f01a5542994082a3e3fc,2,False,False,False,True,0,0
5a7a8a7255429941d65f2696,4,False,False,False,True,0,0
5ae763ac5542997b22f6a71b,3,False,False,False,True,0,0
5a74587155429979e2882915,2,False,False,True,True,0,0
5ae7ecb2554299540e5a569f,2,False,False,False,True,0,0
5ab92783554299131ca42289,2,False,False,False,True,0,0
5adccc0c55429947343537a6,2,False,False,False,True,0,0
5a764d6b5542992d0ec06096,2,False,False,False,True,0,0
5a83a7265542990548d0b20f,2,True,True,True,False,0,0
5add0ae05542992c1e3a2521,3,False,False,True,True,0,0
5a7cc02c554299452d57ba00,2,False,False,True,True,0,0
5a77323655429972597f1496,2,False,False,False,True,0,0
5a7a2a735542996c55b2dd2c,3,False,False,True,True,0,0
5ab29392554299545a2cf99a,2,False,False,True,True,0,0
5a7e8ae95542997cc2c47561,2,False,False,True,True,0,0
5a78e1a4554299029c4b5ec3,2,False,False,True,True,0,0
5ab3eec6554299753aec59f7,2,False,False,True,True,0,0
5ac4d46a554299076e296e08,2,False,False,False,True,0,0
5abb6c38554299642a094a90,2,False,False,True,True,0,0
5a83404a55429966c78a6b5c,2,True,True,True,False,0,0
5adfb553554299603e418383,2,False,False,True,True,0,0
5a7cd5f155429909bec76832,2,False,False,True,True,0,0
5a7907b055429974737f7949,2,False,False,True,True,0,0
5abd8cca5542996e802b47be,2,False,False,True,True,0,0
5a85ffdf5542994775f606ec,2,False,False,True,True,0,0
5a7fa7f25542994857a767a2,2,False,False,True,True,0,0
5abdad555542992ac4f382e8,2,False,False,True,True,0,0
5a87bc035542996e4f3088fc,2,True,True,True,False,0,0
5a884dd75542997e5c09a5c2,4,False,False,False,True,0,0
5a8088bd5542996402f6a545,2,False,False,True,True,0,0
5ae6b06455429908198fa67f,2,False,False,True,True,0,0
5ac2df1a55429921a00ab094,2,False,False,False,True,0,0
5ab51ba45542990594ba9d06,2,False,False,False,True,0,0
5a7b3ccf55429927d897bf5f,2,False,False,True,True,0,0
5adf85145542993344016cb6,3,False,False,True,True,0,0
5a8b67115542997f31a41d10,2,False,False,True,True,0,0
5a7567915542996c70cfaef3,3,False,False,False,True,0,0
5a75643a55429916b01642f8,2,True,True,True,False,0,0
5a7d1b445542995ed0d165ee,2,False,False,True,True,0,0
5ac38de0554299657fa290f0,2,False,False,True,True,0,0
5abd0ca95542996e802b46c1,2,False,False,True,True,0,0
5a7e1a6c5542995ed0d16695,2,False,False,False,True,1,0
5a77a0ee5542992a6e59df37,3,True,True,True,False,0,0
5abbcdc955429931dba1455a,2,False,False,False,True,0,0
5a7b9325554299294a54a9fe,2,False,False,True,True,0,0
5a89f25b55429970aeb701a1,2,False,False,False,True,0,0
5adf1f035542995ec70e8f7f,2,False,False,True,True,0,0
5adefcbb5542992d7e9f9266,2,False,False,True,True,0,0
5ae04d8155429924de1b709a,2,False,False,False,True,0,0
5ade9ec45542992fa25da7df,3,False,False,False,True,0,0
5a744fe555429979e28828e9,2,False,False,False,True,0,0
5ae383475542994393b9e6eb,3,False,False,True,True,0,0
5adc32465542994650320cac,2,False,False,True,True,1,0
5ae01e5a554299025d62a408,2,False,False,True,True,0,0
5a8b3bc055429971feec4680,2,False,False,True,True,0,0
5abcfff5554299114383a1c5,4,False,False,True,True,0,0
5ab2c51d55429916697740b2,2,False,False,True,True,0,0
5a7c947455429935c91b523c,2,False,False,False,True,0,0
5a7ccd9e554299452d57ba6e,3,False,False,True,True,0,0
5a7327f35542992359bc3250,2,True,True,True,False,0,0
5adcf4395542992c1e3a24d3,3,False,False,True,True,0,0
5adf34565542993344016c29,2,False,False,False,True,0,0
5ae72a705542991e8301cb73,2,False,False,True,True,0,0
5ab3fa995542992ade7c6f10,2,False,False,False,True,0,0
5a81d82e55429903bc27b9e9,2,False,False,True,True,0,0
5ac1dffa5542996366519929,2,False,False,True,True,0,0
5adc00e155429947ff1738ae,4,False,False,False,True,0,0
5a77f5ad55429949eeb29fc2,2,False,False,True,True,0,0
5ac16b145542994ab5c67d22,2,False,False,False,True,0,0
5ab47bc75542991751b4d78b,2,False,False,False,True,0,0
5a7b4d6b554299042af8f744,2,True,True,True,False,0,0
5abc3ecd55429959677d6a60,4,False,False,False,True,0,0
5adf52a75542995ec70e8fc4,2,False,False,True,True,0,0
5adfb6fd554299603e418387,2,False,False,True,True,0,0
5a8a0c095542992d82986e77,2,False,False,False,True,0,0
5a8f09945542995085b374e1,2,False,True,True,False,0,0
5ade05965542995b365fabc7,2,False,False,False,True,0,0
5ab986fc5542996be2020541,2,False,False,False,True,0,0
5ac4f57655429924173fb517,2,False,False,True,True,0,0
5a88711b554299206df2b26c,2,False,False,True,True,0,0
5a81a29d5542990a1d231e31,3,False,False,False,True,0,0
5a81183a55429903bc27b923,5,False,False,False,True,0,0
5a7c264e5542996dd594b89e,2,False,False,False,True,0,0
5a7af7e955429931da12c9b8,2,False,False,True,True,0,0
5adde2f85542997dc790708a,3,False,False,True,True,0,0
5a84f9655542997175ce1f3c,4,False,False,False,True,1,0
5a77435c5542994aec3b7257,2,False,False,True,True,0,0
5add08675542992c1e3a251b,3,False,False,False,True,0,0
5ac439fd554299204fd21f13,2,True,True,True,False,0,0
5a82f46255429966c78a6ab2,9,False,False,False,True,0,0
5ae528045542990ba0bbb1d8,4,False,False,False,True,0,0
5a84994e5542992a431d1a6e,3,False,False,False,True,0,0
5a83a6c55542990548d0b20d,3,False,False,True,True,0,0
5ac12e5d5542994d76dccda4,2,False,False,True,True,0,0
5adeb8295542992fa25da81e,3,False,True,False,False,1,0
5ae0e1075542990adbacf6a3,2,False,False,True,True,0,0
5a81ee725542995ce29dcc8a,2,False,False,True,True,0,0
5ab8859b55429916710eb07f,2,False,False,True,True,0,0
5a8c759f554299653c1aa078,2,False,False,True,True,0,0
5abb067255429966062416c7,3,True,True,True,False,0,0
5abc0dc855429959677d6a04,2,False,False,False,True,0,0
5ade9dbf55429939a52fe905,2,False,False,True,True,0,0
5a83d854554299123d8c21c5,2,False,False,True,True,0,0
5ae773c4554299540e5a5599,2,False,False,False,True,0,0
5a8aff7655429950cd6afc3c,2,False,False,False,True,0,0
5ade956d5542997c77adee69,2,True,True,True,False,0,0
5add1f505542990d50227df0,3,False,False,False,True,0,0
5ae6526355429929b0807b31,3,False,False,True,True,0,0
5a89010355429938390d4027,2,False,False,True,True,0,0
5aba5b8655429939ce03dc9d,2,False,False,False,True,0,0
5a8531385542997b5ce3ffbb,2,False,False,False,True,0,0
5a79dd1d5542996c55b2dc89,2,False,False,False,True,0,0
5a78a4315542990784727704,3,False,False,False,True,0,0
5ac26ce255429921a00aaf67,3,False,False,True,True,0,0
5ac3a5fe554299391541387f,2,False,False,True,True,0,0
5a7345155542994cef4bc4fb,3,False,False,False,True,0,0
5ae69ab15542996d980e7c4b,2,False,False,True,True,0,0
5a732a5c55429901807daf9e,2,False,False,True,True,0,0
5a7cd205554299452d57ba7d,2,False,False,False,True,0,0
5ab818fc5542990e739ec81e,2,False,False,False,True,0,0
5a87ddea5542997e5c09a580,2,False,True,True,False,0,0
5a799952554299029c4b5f5a,2,False,False,False,True,0,0
5ae501a955429913cc204570,2,False,False,True,True,0,0
5adcc2da5542994ed6169bf2,2,False,False,False,True,0,0
5adc229755429944faac2438,2,False,False,True,True,0,0
5a7c8d815542990527d554cd,2,False,False,False,True,0,0
5a8c5511554299585d9e366e,2,False,False,False,True,0,0
5a7e052b5542995f4f40238d,4,False,False,True,True,0,0
5a74bb6a55429929fddd84dc,2,False,False,True,True,0,0
5add6bb65542992200553b0e,2,False,False,True,True,0,0
5ac3b99555429939154138ea,3,False,False,True,True,0,0
5a7f85e055429969796c1a8e,3,False,False,True,True,0,0
5ac32109554299218029dbd2,2,False,False,True,True,0,0
5ae65ab25542996d980e7b05,2,False,False,True,True,0,0
5a74cf3455429974ef308c6e,2,False,False,False,True,0,0
5a7b1b0b554299042af8f6d1,2,False,False,False,True,0,0
5ae53ae655429960a22e027f,2,False,False,False,True,0,0
5ac121e3554299294b2190b2,3,True,True,True,False,0,0
5ade57d95542992fa25da75a,2,False,False,False,True,0,0
5a8001fe5542995d8a8ddf3f,2,False,False,True,True,0,0
5a7ff4a25542995d8a8ddf3d,2,False,False,False,True,0,0
5a88a8d55542994846c1ceab,2,False,False,False,True,0,0
5a737f5d55429908901be2d1,3,False,False,True,True,0,0
5ae18c84554299234fd0428c,2,False,False,False,True,0,0
5ab422745542996a3a969f56,3,False,False,True,True,0,0
5a7e498b5542994959419985,4,True,True,True,False,0,0
5ac0ccfa5542997d64295a51,2,False,False,False,True,0,0
5ae1ff535542997283cd2320,2,False,True,True,False,0,0
5ab9fdca55429901930fa765,2,False,False,False,True,0,0
5adeac5455429939a52fe944,2,False,False,True,True,0,0
5add5c9c5542992ae4cec523,2,True,True,True,False,0,0
5abfb62b5542997ec76fd43b,2,False,False,False,True,0,0
5abf99d05542997ec76fd3ff,2,False,False,False,True,0,0
5ae440615542995dadf24300,2,False,False,False,True,0,0
5a736a5b5542991f29ee2df7,2,False,False,True,True,0,0
5ae0577155429945ae959320,2,False,False,True,True,0,0
5ac320f35542995ef918c10d,3,False,False,True,True,0,0
5ac2d0a2554299218029db76,3,False,False,True,True,0,0
5adf2e8c5542993a75d26418,2,False,False,True,True,1,0
5a72689c5542997f827839b3,2,False,False,True,True,0,0
5ac293335542996366519a1b,2,False,False,True,True,0,0
5a7151845542994082a3e7c3,2,False,False,False,True,0,0
5a8673e7554299211dda2b3e,2,False,False,True,True,0,0
5ab3033455429976abd1bc20,2,False,False,False,True,0,0
5a77547a55429966f1a36d0f,2,False,False,False,True,0,0
